N,A,B,Cin,Output,Expected,Latency
27,11101011000111001011010111,10110100010100100011010101,0,110011111011011101110101100,110011111011011101110101100,13
31,1011110011011111100101110111100,10110100001111000011100101101,0,1110100111101110101001011101001,1110100111101110101001011101001,9
32,1011110011011111100101110111100,10110100001111000011100101101,0,1110100111101110101001011101001,1110100111101110101001011101001,9
11,11111000001,11100110,1,100010101000,100010101000,8
18,111001010010111111,10101111100110101,1,1001111001111110101,1001111001111110101,9
23,11100110100111001010000,10110100000011100010110,0,110011010101010101100110,110011010101010101100110,5
12,101100010100,10111101110,0,1000100000010,1000100000010,8
21,10101010111101101,111111111010101111000,1,1000010100101101100110,1000010100101101100110,3
24,11000010001111111111100,1010010011010101111110,0,100010100101010101111010,100010100101010101111010,5
15,101100011010011,111101111101,1,110100001010001,110100001010001,11
16,1100110011101001,111100110000010,1,10100011001101100,10100011001101100,7
28,1011101011000111001011010111,1010110100010100100011010101,0,10110011111011011101110101100,10110011111011011101110101100,13
12,100010111001,1101011001,0,110000010010,110000010010,4
18,110100010111011111,111110110110000110,0,1110011001101100101,1110011001101100101,5
20,1010001110101011111,1011011100100110000,0,10101101011010001111,10101101011010001111,7
25,111110111000000000100,1111000001011011101110011,0,10000000000010011101110111,10000000000010011101110111,24
13,1000110010011,1000111110,0,1001111010001,1001111010001,9
17,10111000111001011,101001010101010,1,11100010001110110,11100010001110110,7
19,1000111110101101111,1011111110110001100,0,10100111101011111011,10100111101011111011,7
14,11111110010110,1111000101001,1,101110111000000,101110111000000,13
22,111111101101001011100,10000010110110110100,0,1010000000100000010000,1010000000100000010000,15
24,11100110100111001010000,10110100000011100010110,0,110011010101010101100110,110011010101010101100110,5
29,1011101011000111001011010111,1010110100010100100011010101,0,10110011111011011101110101100,10110011111011011101110101100,13
11,11000110,10010111111,0,10110000101,10110000101,9
21,10111001011001100110,111110100011001110010,0,1010101101110011011000,1010101101110011011000,7
22,10101010111101101,111111111010101111000,1,1000010100101101100110,1000010100101101100110,3
25,11000010001111111111100,1001010010011010101111110,0,1100010100101010101111010,1100010100101010101111010,5
30,101011101011000111001011010111,101010110100010100100011010101,0,1010110011111011011101110101100,1010110011111011011101110101100,13
15,10001000011110,1111100110000,1,100000101001111,100000101001111,9
31,1101011101011000111001011010111,1101010110100010100100011010101,0,11010110011111011011101110101100,11010110011111011011101110101100,13
32,11101011101011000111001011010111,11101010110100010100100011010101,0,111010110011111011011101110101100,111010110011111011011101110101100,13
20,110110000001000001,11100000011100001100,0,100010110011101001101,100010110011101001101,7
16,101100011010011,111101111101,1,110100001010001,110100001010001,11
17,1100110011101001,10111100110000010,1,100100011001101100,100100011001101100,7
19,1010111110111101011,1010001011100111001,1,10101001010100100101,10101001010100100101,7
11,10110101010,11101011110,1,110100001001,110100001001,5
12,100011010010,110100001010,1,1010111011101,1010111011101,9
14,1110001001000,1011101010010,1,11001110011011,11001110011011,7
23,10111111101101001011100,10000010110110110100,0,11010000000100000010000,11010000000100000010000,15
13,101100010100,1010111101110,0,10000100000010,10000100000010,10
18,1100010111111001,1011100001001101,1,10111111001000111,10111111001000111,11
21,1010001110101011111,1011011100100110000,0,10101101011010001111,10101101011010001111,7
25,11100110100111001010000,1010110100000011100010110,0,1110011010101010101100110,1110011010101010101100110,5
26,10000111110111000000000100,1111000001011011101110011,0,100000000000010011101110111,100000000000010011101110111,26
20,11000111111000001,100110101110001100,1,111111101101001110,111111101101001110,5
22,1010111001011001100110,1111110100011001110010,0,11010101101110011011000,11010101101110011011000,7
23,10000010101010111101101,10111111111010101111000,1,101000010100101101100110,101000010100101101100110,3
24,10111111101101001011100,10000010110110110100,0,11010000000100000010000,11010000000100000010000,15
26,10011000010001111111111100,11001010010011010101111110,0,101100010100101010101111010,101100010100101010101111010,5
13,100010111001,1001101011001,0,1110000010010,1110000010010,6
16,10001000011110,1001111100110000,1,1100000101001111,1100000101001111,9
19,111001010010111111,10101111100110101,1,1001111001111110101,1001111001111110101,9
14,11000110010011,10001000111110,0,101001111010001,101001111010001,9
18,110111000111001011,100101001010101010,1,1011100010001110110,1011100010001110110,7
21,110110000001000001,11100000011100001100,0,100010110011101001101,100010110011101001101,7
12,111111000001,11100110,1,1000010101000,1000010101000,10
15,11111110010110,101111000101001,1,1001110111000000,1001110111000000,13
17,101100011010011,111101111101,1,110100001010001,110100001010001,11
27,10000111110111000000000100,1111000001011011101110011,0,100000000000010011101110111,100000000000010011101110111,27
20,11000111110101101111,11011111110110001100,0,110100111101011111011,110100111101011111011,7
22,1001010001110101011111,1001011011100100110000,0,10010101101011010001111,10010101101011010001111,7
23,11010111001011001100110,1111110100011001110010,0,101010101101110011011000,101010101101110011011000,7
24,110000010101010111101101,10111111111010101111000,1,1001000010100101101100110,1001000010100101101100110,4
26,11100110100111001010000,11010110100000011100010110,0,11110011010101010101100110,11110011010101010101100110,5
19,110100010111011111,1111110110110000110,0,10110011001101100101,10110011001101100101,5
28,10000111110111000000000100,1001111000001011011101110011,0,1100000000000010011101110111,1100000000000010011101110111,27
21,100011000111111000001,100110101110001100,1,100111111101101001110,100111111101101001110,5
27,110011000010001111111111100,111001010010011010101111110,0,1101100010100101010101111010,1101100010100101010101111010,5
18,101100110011101001,110111100110000010,1,1100100011001101100,1100100011001101100,7
25,10111111101101001011100,10000010110110110100,0,11010000000100000010000,11010000000100000010000,15
13,1100011010010,1110100001010,1,11010111011101,11010111011101,9
15,1110001001000,101011101010010,1,111001110011011,111001110011011,7
20,11010111110111101011,11010001011100111001,1,110101001010100100101,110101001010100100101,7
22,110110000001000001,1011100000011100001100,0,1100010110011101001101,1100010110011101001101,7
23,11001010001110101011111,1001011011100100110000,0,100010101101011010001111,100010101101011010001111,7
29,10000111110111000000000100,11001111000001011011101110011,0,11100000000000010011101110111,11100000000000010011101110111,27
12,11000110,110010111111,0,110110000101,110110000101,9
17,10010001000011110,11001111100110000,1,101100000101001111,101100000101001111,9
24,11010111001011001100110,1111110100011001110010,0,101010101101110011011000,101010101101110011011000,7
28,1110011000010001111111111100,1111001010010011010101111110,0,11101100010100101010101111010,11101100010100101010101111010,5
14,101100010100,1010111101110,0,10000100000010,10000100000010,11
16,1011111110010110,101111000101001,1,10001110111000000,10001110111000000,13
27,11100110100111001010000,11010110100000011100010110,0,11110011010101010101100110,11110011010101010101100110,5
21,11000111110101101111,111011111110110001100,0,1010100111101011111011,1010100111101011111011,7
25,110000010101010111101101,10111111111010101111000,1,1001000010100101101100110,1001000010100101101100110,5
30,10000111110111000000000100,111001111000001011011101110011,0,111100000000000010011101110111,111100000000000010011101110111,27
31,10000111110111000000000100,111001111000001011011101110011,0,111100000000000010011101110111,111100000000000010011101110111,27
32,10000010000111110111000000000100,111001111000001011011101110011,0,10111100000000000010011101110111,10111100000000000010011101110111,27
29,11110011000010001111111111100,11111001010010011010101111110,0,111101100010100101010101111010,111101100010100101010101111010,5
12,10110101010,111101011110,1,1010100001001,1010100001001,5
19,1001100010111111001,1001011100001001101,1,10010111111001000111,10010111111001000111,11
22,100011000111111000001,1000100110101110001100,1,1100111111101101001110,1100111111101101001110,6
28,1000011100110100111001010000,1011010110100000011100010110,0,10011110011010101010101100110,10011110011010101010101100110,5
23,10000110110000001000001,11011100000011100001100,0,101100010110011101001101,101100010110011101001101,7
15,111000110010011,10001000111110,0,1001001111010001,1001001111010001,9
24,111001010001110101011111,1001011011100100110000,0,1000010101101011010001111,1000010101101011010001111,7
14,10100010111001,11001101011001,0,101110000010010,101110000010010,7
18,100101100011010011,100000111101111101,1,1000110100001010001,1000110100001010001,11
20,111001010010111111,10010101111100110101,1,11001111001111110101,11001111001111110101,9
26,10010111111101101001011100,10000010000010110110110100,0,100011010000000100000010000,100011010000000100000010000,15
30,111110011000010001111111111100,111111001010010011010101111110,0,1111101100010100101010101111010,1111101100010100101010101111010,5
13,111111000001,11100110,1,1000010101000,1000010101000,11
16,1110001001000,101011101010010,1,111001110011011,111001110011011,7
31,1111110011000010001111111111100,111111001010010011010101111110,0,10111101100010100101010101111010,10111101100010100101010101111010,5
32,1111110011000010001111111111100,111111001010010011010101111110,0,10111101100010100101010101111010,10111101100010100101010101111010,5
21,111010111110111101011,11010001011100111001,1,1010101001010100100101,1010101001010100100101,7
25,1011010111001011001100110,1001111110100011001110010,0,10101010101101110011011000,10101010101101110011011000,7
29,1000011100110100111001010000,1011010110100000011100010110,0,10011110011010101010101100110,10011110011010101010101100110,5
17,1011111110010110,10101111000101001,1,100001110111000000,100001110111000000,13
19,110111000111001011,100101001010101010,1,1011100010001110110,1011100010001110110,7
22,1011000111110101101111,1111011111110110001100,0,11010100111101011111011,11010100111101011111011,7
20,110100010111011111,11111110110110000110,0,100110011001101100101,100110011001101100101,5
23,100011000111111000001,1000100110101110001100,1,1100111111101101001110,1100111111101101001110,7
26,10110000010101010111101101,10111111111010101111000,1,11001000010100101101100110,11001000010100101101100110,5
30,101000011100110100111001010000,1011010110100000011100010110,0,110011110011010101010101100110,110011110011010101010101100110,5
24,110000110110000001000001,11011100000011100001100,0,1001100010110011101001101,1001100010110011101001101,7
31,101000011100110100111001010000,1011010110100000011100010110,0,110011110011010101010101100110,110011110011010101010101100110,5
32,10101000011100110100111001010000,1011010110100000011100010110,0,10110011110011010101010101100110,10110011110011010101010101100110,5
27,110010111111101101001011100,10000010000010110110110100,0,1000011010000000100000010000,1000011010000000100000010000,15
14,1100011010010,11110100001010,1,101010111011101,101010111011101,9
18,10010001000011110,111001111100110000,1,1001100000101001111,1001100000101001111,9
25,1111001010001110101011111,1001011011100100110000,0,10000010101101011010001111,10000010101101011010001111,7
13,1000011000110,1110010111111,0,10110110000101,10110110000101,9
15,101100010100,1010111101110,0,10000100000010,10000100000010,11
16,111000110010011,10001000111110,0,1001001111010001,1001001111010001,9
21,100111001010010111111,10010101111100110101,1,111001111001111110101,111001111001111110101,9
17,10001110001001000,101011101010010,1,10111001110011011,10111001110011011,7
19,101100110011101001,110111100110000010,1,1100100011001101100,1100100011001101100,7
22,111010111110111101011,11010001011100111001,1,1010101001010100100101,1010101001010100100101,7
28,1110010111111101101001011100,1010000010000010110110110100,0,11000011010000000100000010000,11000011010000000100000010000,15
23,11011000111110101101111,11111011111110110001100,0,111010100111101011111011,111010100111101011111011,7
26,11011010111001011001100110,1001111110100011001110010,0,100101010101101110011011000,100101010101101110011011000,7
24,100100011000111111000001,1000100110101110001100,1,101100111111101101001110,101100111111101101001110,7
27,110110000010101010111101101,100010111111111010101111000,1,1011001000010100101101100110,1011001000010100101101100110,5
13,1010110101010,1111101011110,1,11010100001001,11010100001001,5
20,11001100010111111001,1001011100001001101,1,100010111111001000111,100010111111001000111,11
21,100110100010111011111,111111110110110000110,0,1100110011001101100101,1100110011001101100101,5
25,110000110110000001000001,11011100000011100001100,0,1001100010110011101001101,1001100010110011101001101,7
29,1110010111111101101001011100,11010000010000010110110110100,0,101000011010000000100000010000,101000011010000000100000010000,15
15,110100010111001,111001101011001,0,1101110000010010,1101110000010010,7
28,110110000010101010111101101,1100010111111111010101111000,1,10011001000010100101101100110,10011001000010100101101100110,5
14,10111111000001,11100110,1,11000010101000,11000010101000,11
23,10111010111110111101011,10011010001011100111001,1,101010101001010100100101,101010101001010100100101,7
26,11111001010001110101011111,1001011011100100110000,0,100000010101101011010001111,100000010101101011010001111,7
30,101110010111111101101001011100,11010000010000010110110110100,0,1001000011010000000100000010000,1001000011010000000100000010000,15
16,101100010100,1001010111101110,0,1010000100000010,1010000100000010,11
17,10111000110010011,10001000111110,0,11001001111010001,11001001111010001,9
22,100111001010010111111,10010101111100110101,1,111001111001111110101,111001111001111110101,9
24,111011000111110101101111,11111011111110110001100,0,1011010100111101011111011,1011010100111101011111011,7
27,11011010111001011001100110,1001111110100011001110010,0,100101010101101110011011000,100101010101101110011011000,7
31,101110010111111101101001011100,1011010000010000010110110110100,0,10001000011010000000100000010000,10001000011010000000100000010000,15
32,10101110010111111101101001011100,1011010000010000010110110110100,0,100001000011010000000100000010000,100001000011010000000100000010000,15
18,1011111110010110,110101111000101001,1,1000001110111000000,1000001110111000000,13
29,10110110000010101010111101101,11100010111111111010101111000,1,110011001000010100101101100110,110011001000010100101101100110,5
19,100101100011010011,100000111101111101,1,1000110100001010001,1000110100001010001,11
20,10110111000111001011,10100101001010101010,1,101011100010001110110,101011100010001110110,7
25,100100011000111111000001,1000100110101110001100,1,101100111111101101001110,101100111111101101001110,7
28,11011010111001011001100110,1001001111110100011001110010,0,1100101010101101110011011000,1100101010101101110011011000,7
30,110110110000010101010111101101,111100010111111111010101111000,1,1110011001000010100101101100110,1110011001000010100101101100110,5
15,101100011010010,11110100001010,1,1001010111011101,1001010111011101,9
22,1100110100010111011111,111111110110110000110,0,10100110011001101100101,10100110011001101100101,5
31,1110110110000010101010111101101,111100010111111111010101111000,1,10110011001000010100101101100110,10110011001000010100101101100110,5
32,1110110110000010101010111101101,111100010111111111010101111000,1,10110011001000010100101101100110,10110011001000010100101101100110,5
21,11001100010111111001,101001011100001001101,1,1000010111111001000111,1000010111111001000111,11
26,110000110110000001000001,10011011100000011100001100,0,11001100010110011101001101,11001100010110011101001101,7
16,1110100010111001,1111001101011001,0,11101110000010010,11101110000010010,7
24,110111010111110111101011,110011010001011100111001,1,1101010101001010100100101,1101010101001010100100101,7
14,11000011000110,11110010111111,0,110110110000101,110110110000101,9
18,10001110001001000,101011101010010,1,10111001110011011,10111001110011011,7
23,100111001010010111111,10010101111100110101,1,111001111001111110101,111001111001111110101,9
27,111111001010001110101011111,1001011011100100110000,0,1000000010101101011010001111,1000000010101101011010001111,8
29,10011011010111001011001100110,11001001111110100011001110010,0,101100101010101101110011011000,101100101010101101110011011000,7
20,10101100110011101001,110111100110000010,1,11100100011001101100,11100100011001101100,7
25,1111011000111110101101111,11111011111110110001100,0,10011010100111101011111011,10011010100111101011111011,7
17,101100010100,11001010111101110,0,11010000100000010,11010000100000010,11
19,1010010001000011110,1111001111100110000,1,11001100000101001111,11001100000101001111,9
30,110011011010111001011001100110,111001001111110100011001110010,0,1101100101010101101110011011000,1101100101010101101110011011000,7
28,1111111001010001110101011111,1000001001011011100100110000,0,11000000010101101011010001111,11000000010101101011010001111,9
31,110011011010111001011001100110,111001001111110100011001110010,0,1101100101010101101110011011000,1101100101010101101110011011000,7
32,10110011011010111001011001100110,10111001001111110100011001110010,0,101101100101010101101110011011000,101101100101010101101110011011000,7
14,11010110101010,11111101011110,1,111010100001001,111010100001001,5
21,10110111000111001011,10100101001010101010,1,101011100010001110110,101011100010001110110,7
23,11100110100010111011111,10111111110110110000110,0,110100110011001101100101,110100110011001101100101,5
26,100100011000111111000001,10001000100110101110001100,1,10101100111111101101001110,10101100111111101101001110,7
27,110000110110000001000001,110011011100000011100001100,0,111001100010110011101001101,111001100010110011101001101,7
15,110111111000001,100000011100110,1,1011000010101000,1011000010101000,11
16,101100011010010,1011110100001010,1,10001010111011101,10001010111011101,9
22,11001100010111111001,101001011100001001101,1,1000010111111001000111,1000010111111001000111,11
24,100100111001010010111111,100010010101111100110101,1,1000111001111001111110101,1000111001111001111110101,9
18,110111000110010011,10001000111110,0,111001001111010001,111001001111010001,9
25,1110111010111110111101011,110011010001011100111001,1,10101010101001010100100101,10101010101001010100100101,7
29,1111111001010001110101011111,11000001001011011100100110000,0,101000000010101101011010001111,101000000010101101011010001111,9
17,11110100010111001,11111001101011001,0,111101110000010010,111101110000010010,7
28,110000110110000001000001,110011011100000011100001100,0,111001100010110011101001101,111001100010110011101001101,7
20,10100101100011010011,10100000111101111101,1,101000110100001010001,101000110100001010001,11
21,110101100110011101001,110111100110000010,1,111100100011001101100,111100100011001101100,7
26,11111011000111110101101111,10011111011111110110001100,0,110011010100111101011111011,110011010100111101011111011,7
30,101111111001010001110101011111,11000001001011011100100110000,0,1001000000010101101011010001111,1001000000010101101011010001111,9
24,111100110100010111011111,10111111110110110000110,0,1010100110011001101100101,1010100110011001101100101,5
31,101111111001010001110101011111,11000001001011011100100110000,0,1001000000010101101011010001111,1001000000010101101011010001111,9
32,101111111001010001110101011111,11000001001011011100100110000,0,1001000000010101101011010001111,1001000000010101101011010001111,9
27,100100011000111111000001,110001000100110101110001100,1,110101100111111101101001110,110101100111111101101001110,7
19,1011111110010110,110101111000101001,1,1000001110111000000,1000001110111000000,13
22,10110111000111001011,1010100101001010101010,1,1101011100010001110110,1101011100010001110110,7
23,11001100010111111001,101001011100001001101,1,1000010111111001000111,1000010111111001000111,11
29,110000110110000001000001,110011011100000011100001100,0,111001100010110011101001101,111001100010110011101001101,7
15,11000011000110,11110010111111,0,110110110000101,110110110000101,9
25,1100100111001010010111111,100010010101111100110101,1,10000111001111001111110101,10000111001111001111110101,9
16,1110111111000001,100000011100110,1,10011000010101000,10011000010101000,11
17,101100011010010,1011110100001010,1,10001010111011101,10001010111011101,9
28,100100011000111111000001,110001000100110101110001100,1,110101100111111101101001110,110101100111111101101001110,7
18,100000101100010100,111001010111101110,0,1011010000100000010,1011010000100000010,11
26,1110111010111110111101011,110011010001011100111001,1,10101010101001010100100101,10101010101001010100100101,7
30,100000110000110110000001000001,110011011100000011100001100,0,100111001100010110011101001101,100111001100010110011101001101,7
31,100000110000110110000001000001,110011011100000011100001100,0,100111001100010110011101001101,100111001100010110011101001101,7
32,10100000110000110110000001000001,110011011100000011100001100,0,10100111001100010110011101001101,10100111001100010110011101001101,7
20,1010010001000011110,11111001111100110000,1,101001100000101001111,101001100000101001111,9
27,111111011000111110101101111,110011111011111110110001100,0,1110011010100111101011111011,1110011010100111101011111011,7
15,11010110101010,111111101011110,1,1011010100001001,1011010100001001,5
19,1010001110001001000,1000101011101010010,1,10010111001110011011,10010111001110011011,7
22,1110101100110011101001,110111100110000010,1,1111100100011001101100,1111100100011001101100,7
21,110100101100011010011,110100000111101111101,1,1101000110100001010001,1101000110100001010001,11
23,10110111000111001011,1010100101001010101010,1,1101011100010001110110,1101011100010001110110,7
25,1111100110100010111011111,1010111111110110110000110,0,11010100110011001101100101,11010100110011001101100101,5
29,100100011000111111000001,110001000100110101110001100,1,110101100111111101101001110,110101100111111101101001110,7
24,100011001100010111111001,100101001011100001001101,1,1001000010111111001000111,1001000010111111001000111,11
28,111111011000111110101101111,110011111011111110110001100,0,1110011010100111101011111011,1110011010100111101011111011,7
18,11110100010111001,11111001101011001,0,111101110000010010,111101110000010010,7
30,100000100100011000111111000001,110001000100110101110001100,1,100110101100111111101101001110,100110101100111111101101001110,7
16,1011000011000110,11110010111111,0,1110110110000101,1110110110000101,9
31,1100000100100011000111111000001,1000110001000100110101110001100,1,10100110101100111111101101001110,10100110101100111111101101001110,7
32,1100000100100011000111111000001,1000110001000100110101110001100,1,10100110101100111111101101001110,10100110101100111111101101001110,7
26,11100100111001010010111111,10100010010101111100110101,1,110000111001111001111110101,110000111001111001111110101,9
27,101110111010111110111101011,100110011010001011100111001,1,1010101010101001010100100101,1010101010101001010100100101,7
17,11110111111000001,10100000011100110,1,110011000010101000,110011000010101000,11
29,10111111011000111110101101111,110011111011111110110001100,0,11110011010100111101011111011,11110011010100111101011111011,7
19,1110111000110010011,10001000111110,0,1111001001111010001,1111001001111010001,9
23,1110101100110011101001,10000110111100110000010,1,11111100100011001101100,11111100100011001101100,8
24,100010110111000111001011,1010100101001010101010,1,101101011100010001110110,101101011100010001110110,7
21,1010010001000011110,11111001111100110000,1,101001100000101001111,101001100000101001111,9
16,11010110101010,111111101011110,1,1011010100001001,1011010100001001,5
22,110100101100011010011,1110100000111101111101,1,10101000110100001010001,10101000110100001010001,11
28,101110111010111110111101011,1100110011010001011100111001,1,10010101010101001010100100101,10010101010101001010100100101,7
20,10001011111110010110,110101111000101001,1,11000001110111000000,11000001110111000000,13
25,100011001100010111111001,100101001011100001001101,1,1001000010111111001000111,1001000010111111001000111,11
26,11111100110100010111011111,11010111111110110110000110,0,111010100110011001101100101,111010100110011001101100101,5
30,110111111011000111110101101111,110011111011111110110001100,0,111110011010100111101011111011,111110011010100111101011111011,7
31,110111111011000111110101101111,1000110011111011111110110001100,0,1111110011010100111101011111011,1111110011010100111101011111011,7
32,110111111011000111110101101111,1000110011111011111110110001100,0,1111110011010100111101011111011,1111110011010100111101011111011,7
18,101100011010010,101011110100001010,1,110001010111011101,110001010111011101,9
27,111100100111001010010111111,10100010010101111100110101,1,1010000111001111001111110101,1010000111001111001111110101,9
29,10101110111010111110111101011,11100110011010001011100111001,1,110010101010101001010100100101,110010101010101001010100100101,7
17,11011000011000110,11110010111111,0,11110110110000101,11110110110000101,9
20,1010001110001001000,11000101011101010010,1,100010111001110011011,100010111001110011011,7
24,101110101100110011101001,10000110111100110000010,1,111111100100011001101100,111111100100011001101100,10
25,1100010110111000111001011,1001010100101001010101010,1,10101101011100010001110110,10101101011100010001110110,7
30,110101110111010111110111101011,11100110011010001011100111001,1,1010010101010101001010100100101,1010010101010101001010100100101,7
19,100000101100010100,111001010111101110,0,1011010000100000010,1011010000100000010,11
22,1001010010001000011110,1011111001111100110000,1,10101001100000101001111,10101001100000101001111,9
23,110100101100011010011,1110100000111101111101,1,10101000110100001010001,10101000110100001010001,11
28,1111100100111001010010111111,1010100010010101111100110101,1,11010000111001111001111110101,11010000111001111001111110101,9
31,1110101110111010111110111101011,11100110011010001011100111001,1,10010010101010101001010100100101,10010010101010101001010100100101,7
32,1110101110111010111110111101011,11100110011010001011100111001,1,10010010101010101001010100100101,10010010101010101001010100100101,7
27,111111100110100010111011111,11010111111110110110000110,0,1011010100110011001101100101,1011010100110011001101100101,5
17,11010110101010,10111111101011110,1,11011010100001001,11011010100001001,5
21,110001011111110010110,110101111000101001,1,111000001110111000000,111000001110111000000,13
26,100011001100010111111001,10100101001011100001001101,1,11001000010111111001000111,11001000010111111001000111,11
18,111110111111000001,110100000011100110,1,1110011000010101000,1110011000010101000,11
29,11111100100111001010010111111,11010100010010101111100110101,1,111010000111001111001111110101,111010000111001111001111110101,9
28,1111111100110100010111011111,11010111111110110110000110,0,10011010100110011001101100101,10011010100110011001101100101,5
19,1011110100010111001,1011111001101011001,0,10111101110000010010,10111101110000010010,7
20,11110111000110010011,10001000111110,0,11111001001111010001,11111001001111010001,9
30,11111100100111001010010111111,11010100010010101111100110101,1,111010000111001111001111110101,111010000111001111001111110101,9
23,11001010010001000011110,11011111001111100110000,1,110101001100000101001111,110101001100000101001111,9
31,1011111100100111001010010111111,11010100010010101111100110101,1,1111010000111001111001111110101,1111010000111001111001111110101,9
32,11011111100100111001010010111111,11010100010010101111100110101,1,11111010000111001111001111110101,11111010000111001111001111110101,9
21,1010001110001001000,11000101011101010010,1,100010111001110011011,100010111001110011011,7
24,100110100101100011010011,101110100000111101111101,1,1010101000110100001010001,1010101000110100001010001,11
26,1100010110111000111001011,1001010100101001010101010,1,10101101011100010001110110,10101101011100010001110110,7
29,1111111100110100010111011111,11010111111110110110000110,0,10011010100110011001101100101,10011010100110011001101100101,5
25,101110101100110011101001,1010000110111100110000010,1,1111111100100011001101100,1111111100100011001101100,12
27,100100011001100010111111001,110100101001011100001001101,1,1011001000010111111001000111,1011001000010111111001000111,11
22,110001011111110010110,1000110101111000101001,1,1111000001110111000000,1111000001110111000000,13
18,111011000011000110,100011110010111111,0,1011110110110000101,1011110110110000101,9
30,101111111100110100010111011111,11010111111110110110000110,0,110011010100110011001101100101,110011010100110011001101100101,5
31,1101111111100110100010111011111,1000011010111111110110110000110,0,10110011010100110011001101100101,10110011010100110011001101100101,5
32,1101111111100110100010111011111,1000011010111111110110110000110,0,10110011010100110011001101100101,10110011010100110011001101100101,5
19,1000101100011010010,1101011110100001010,1,10110001010111011101,10110001010111011101,9
28,1100100011001100010111111001,110100101001011100001001101,1,10011001000010111111001000111,10011001000010111111001000111,11
18,100011010110101010,110111111101011110,1,1011011010100001001,1011011010100001001,5
20,100000101100010100,10111001010111101110,0,11011010000100000010,11011010000100000010,11
21,11110111000110010011,100000010001000111110,0,111111001001111010001,111111001001111010001,9
24,11001010010001000011110,11011111001111100110000,1,110101001100000101001111,110101001100000101001111,9
27,101100010110111000111001011,101001010100101001010101010,1,1010101101011100010001110110,1010101101011100010001110110,7
22,1010001110001001000,11000101011101010010,1,100010111001110011011,100010111001110011011,7
29,11100100011001100010111111001,110100101001011100001001101,1,100011001000010111111001000111,100011001000010111111001000111,11
23,10110001011111110010110,11000110101111000101001,1,101111000001110111000000,101111000001110111000000,13
25,1100110100101100011010011,101110100000111101111101,1,10010101000110100001010001,10010101000110100001010001,11
26,101110101100110011101001,1010000110111100110000010,1,1111111100100011001101100,1111111100100011001101100,13
28,101100010110111000111001011,101001010100101001010101010,1,1010101101011100010001110110,1010101101011100010001110110,7
30,111100100011001100010111111001,100110100101001011100001001101,1,1100011001000010111111001000111,1100011001000010111111001000111,11
31,1111100100011001100010111111001,100110100101001011100001001101,1,10100011001000010111111001000111,10100011001000010111111001000111,11
32,1111100100011001100010111111001,10100110100101001011100001001101,1,100100011001000010111111001000111,100100011001000010111111001000111,11
20,11011110100010111001,11011111001101011001,0,110111101110000010010,110111101110000010010,7
19,111110111111000001,110100000011100110,1,1110011000010101000,1110011000010101000,11
29,101100010110111000111001011,10101001010100101001010101010,1,11010101101011100010001110110,11010101101011100010001110110,7
22,11110111000110010011,1100000010001000111110,0,1111111001001111010001,1111111001001111010001,9
23,10001010001110001001000,10011000101011101010010,1,100100010111001110011011,100100010111001110011011,7
21,100100000101100010100,110111001010111101110,0,1011011010000100000010,1011011010000100000010,11
25,1011001010010001000011110,11011111001111100110000,1,1110101001100000101001111,1110101001100000101001111,9
24,10110001011111110010110,111000110101111000101001,1,1001111000001110111000000,1001111000001110111000000,13
27,100101110101100110011101001,1010000110111100110000010,1,101111111100100011001101100,101111111100100011001101100,13
30,100101100010110111000111001011,10101001010100101001010101010,1,111010101101011100010001110110,111010101101011100010001110110,7
31,1100101100010110111000111001011,1010101001010100101001010101010,1,10111010101101011100010001110110,10111010101101011100010001110110,7
32,1100101100010110111000111001011,11010101001010100101001010101010,1,100111010101101011100010001110110,100111010101101011100010001110110,7
26,1100110100101100011010011,10101110100000111101111101,1,100010101000110100001010001,100010101000110100001010001,11
20,1000101100011010010,11101011110100001010,1,100110001010111011101,100110001010111011101,9
19,1111011000011000110,100011110010111111,0,10011110110110000101,10011110110110000101,9
28,100101110101100110011101001,1010000110111100110000010,1,101111111100100011001101100,101111111100100011001101100,13
21,11011110100010111001,111011111001101011001,0,1010111101110000010010,1010111101110000010010,7
23,11110111000110010011,11100000010001000111110,0,11111111001001111010001,11111111001001111010001,10
24,10001010001110001001000,10011000101011101010010,1,100100010111001110011011,100100010111001110011011,7
22,100100000101100010100,1110111001010111101110,0,10011011010000100000010,10011011010000100000010,11
29,10100101110101100110011101001,1010000110111100110000010,1,10101111111100100011001101100,10101111111100100011001101100,13
19,1100011010110101010,110111111101011110,1,10011011010100001001,10011011010100001001,5
26,11011001010010001000011110,11011111001111100110000,1,11110101001100000101001111,11110101001100000101001111,9
27,1100110100101100011010011,110101110100000111101111101,1,1000010101000110100001010001,1000010101000110100001010001,11
25,1010110001011111110010110,111000110101111000101001,1,10001111000001110111000000,10001111000001110111000000,13
30,110100101110101100110011101001,1010000110111100110000010,1,110101111111100100011001101100,110101111111100100011001101100,13
31,1110100101110101100110011101001,1000001010000110111100110000010,1,10110101111111100100011001101100,10110101111111100100011001101100,13
32,11110100101110101100110011101001,1000001010000110111100110000010,1,100110101111111100100011001101100,100110101111111100100011001101100,13
20,111110111111000001,110100000011100110,1,1110011000010101000,1110011000010101000,11
21,101000101100011010010,111101011110100001010,1,1100110001010111011101,1100110001010111011101,9
22,11011110100010111001,1111011111001101011001,0,10010111101110000010010,10010111101110000010010,7
28,1001100110100101100011010011,1110101110100000111101111101,1,11000010101000110100001010001,11000010101000110100001010001,11
