N,A,B,Cin,P,Output,Expected,Latency
53,11111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000001011011011101000010000010110111,100000000000000000000001011011011101000010000010110111,14
54,111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000001011011011101000010000010110111,1000000000000000000000001011011011101000010000010110111,14
55,1111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000001011011011101000010000010110111,10000000000000000000000001011011011101000010000010110111,14
56,11111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000000001011011011101000010000010110111,100000000000000000000000001011011011101000010000010110111,14
57,111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000000001011011011101000010000010110111,1000000000000000000000000001011011011101000010000010110111,14
58,1111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000000001011011011101000010000010110111,10000000000000000000000000001011011011101000010000010110111,14
59,11111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000000000001011011011101000010000010110111,100000000000000000000000000001011011011101000010000010110111,14
60,111111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000000000001011011011101000010000010110111,1000000000000000000000000000001011011011101000010000010110111,14
61,1111111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000000000001011011011101000010000010110111,10000000000000000000000000000001011011011101000010000010110111,14
62,11111111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000000000000001011011011101000010000010110111,100000000000000000000000000000001011011011101000010000010110111,14
63,111111111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000000000000001011011011101000010000010110111,1000000000000000000000000000000001011011011101000010000010110111,14
64,1111111111111111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000000000000001011011011101000010000010110111,10000000000000000000000000000000001011011011101000010000010110111,14
1,0,0,0,z,0,0,2
2,0,0,0,zz,0,0,3
3,100,0,0,zzz,100,100,5
4,1100,1000,0,zzzz,10100,10100,6
5,11100,1000,0,zzzzz,100100,100100,7
6,11100,1000,0,zzzzzz,100100,100100,8
7,11100,1000,0,zzzzzzz,100100,100100,8
8,10011100,10001000,0,zzzzzzzz,100100100,100100100,8
9,110011100,110001000,0,zzzzzzzzz,1100100100,1100100100,9
10,110011100,110001000,0,zzzzzzzzzz,1100100100,1100100100,10
11,10110011100,10110001000,0,zzzzzzzzzzz,101100100100,101100100100,10
12,110110011100,10110001000,0,zzzzzzzzzzzz,1001100100100,1001100100100,10
13,1110110011100,10110001000,0,zzzzzzzzzzzzz,10001100100100,10001100100100,10
14,1110110011100,10110001000,0,zzzzzzzzzzzzzz,10001100100100,10001100100100,10
15,101110110011100,10110001000,0,zzzzzzzzzzzzzzz,110001100100100,110001100100100,10
16,1101110110011100,1000010110001000,0,zzzzzzzzzzzzzzzz,10110001100100100,10110001100100100,10
17,11101110110011100,11000010110001000,0,zzzzzzzzzzzzzzzzz,110110001100100100,110110001100100100,11
18,111101110110011100,11000010110001000,0,zzzzzzzzzzzzzzzzzz,1010110001100100100,1010110001100100100,12
19,111101110110011100,1011000010110001000,0,zzzzzzzzzzzzzzzzzzz,10010110001100100100,10010110001100100100,12
20,10111101110110011100,1011000010110001000,0,zzzzzzzzzzzzzzzzzzzz,100010110001100100100,100010110001100100100,12
21,110111101110110011100,101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzz,1100010110001100100100,1100010110001100100100,12
22,110111101110110011100,1101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzz,10100010110001100100100,10100010110001100100100,12
23,10110111101110110011100,11101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzz,110100010110001100100100,110100010110001100100100,12
24,10110111101110110011100,11101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzz,110100010110001100100100,110100010110001100100100,12
25,10110111101110110011100,11101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzz,110100010110001100100100,110100010110001100100100,12
26,10010110111101110110011100,11101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzz,10110100010110001100100100,10110100010110001100100100,12
27,110010110111101110110011100,100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzz,1010110100010110001100100100,1010110100010110001100100100,12
28,1110010110111101110110011100,100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010110100010110001100100100,10010110100010110001100100100,12
29,1110010110111101110110011100,100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010110100010110001100100100,10010110100010110001100100100,12
30,1110010110111101110110011100,100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010110100010110001100100100,10010110100010110001100100100,12
31,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,12
32,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,12
33,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,13
1,1,1,1,z,11,11,2
34,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
35,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
36,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
37,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
38,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
39,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
40,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
41,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
42,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
43,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
44,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
45,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
46,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
47,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
48,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
49,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
50,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
51,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
52,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
53,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
54,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
55,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
56,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
57,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
58,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
59,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
60,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
61,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
62,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
63,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
64,1001110010110111101110110011100,1000100011101011000010110001000,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10010010110100010110001100100100,10010010110100010110001100100100,14
2,1,11,1,zz,101,101,3
3,101,11,1,zzz,1001,1001,4
4,101,11,1,zzzz,1001,1001,5
5,10101,10011,1,zzzzz,101001,101001,7
6,110101,10011,1,zzzzzz,1001001,1001001,8
7,110101,1010011,1,zzzzzzz,10001001,10001001,8
8,110101,1010011,1,zzzzzzzz,10001001,10001001,8
9,100110101,1010011,1,zzzzzzzzz,110001001,110001001,9
10,100110101,1010011,1,zzzzzzzzzz,110001001,110001001,10
11,100110101,10001010011,1,zzzzzzzzzzz,10110001001,10110001001,10
12,100110101,110001010011,1,zzzzzzzzzzzz,110110001001,110110001001,10
13,100110101,110001010011,1,zzzzzzzzzzzzz,110110001001,110110001001,10
14,100110101,10110001010011,1,zzzzzzzzzzzzzz,10110110001001,10110110001001,10
15,100110101,10110001010011,1,zzzzzzzzzzzzzzz,10110110001001,10110110001001,10
16,1000000100110101,1010110001010011,1,zzzzzzzzzzzzzzzz,10010110110001001,10010110110001001,10
17,11000000100110101,11010110001010011,1,zzzzzzzzzzzzzzzzz,110010110110001001,110010110110001001,11
18,111000000100110101,11010110001010011,1,zzzzzzzzzzzzzzzzzz,1010010110110001001,1010010110110001001,12
19,1111000000100110101,1011010110001010011,1,zzzzzzzzzzzzzzzzzzz,11010010110110001001,11010010110110001001,12
20,1111000000100110101,11011010110001010011,1,zzzzzzzzzzzzzzzzzzzz,101010010110110001001,101010010110110001001,12
21,101111000000100110101,11011010110001010011,1,zzzzzzzzzzzzzzzzzzzzz,1001010010110110001001,1001010010110110001001,12
22,1101111000000100110101,11011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzz,10001010010110110001001,10001010010110110001001,12
23,11101111000000100110101,11011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzz,100001010010110110001001,100001010010110110001001,12
24,111101111000000100110101,100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzz,1100001010010110110001001,1100001010010110110001001,12
25,111101111000000100110101,1100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzz,10100001010010110110001001,10100001010010110110001001,12
26,10111101111000000100110101,1100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzz,100100001010010110110001001,100100001010010110110001001,12
27,10111101111000000100110101,1100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzz,100100001010010110110001001,100100001010010110110001001,12
28,1010111101111000000100110101,1001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzz,10100100001010010110110001001,10100100001010010110110001001,12
29,11010111101111000000100110101,1001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100100100001010010110110001001,100100100001010010110110001001,12
30,11010111101111000000100110101,101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000100100001010010110110001001,1000100100001010010110110001001,12
31,11010111101111000000100110101,101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000100100001010010110110001001,1000100100001010010110110001001,12
32,11010111101111000000100110101,10101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11000100100001010010110110001001,11000100100001010010110110001001,12
33,11010111101111000000100110101,110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111000100100001010010110110001001,111000100100001010010110110001001,13
34,11010111101111000000100110101,1110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111000100100001010010110110001001,1111000100100001010010110110001001,14
35,11010111101111000000100110101,11110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111000100100001010010110110001001,11111000100100001010010110110001001,14
36,11010111101111000000100110101,111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111000100100001010010110110001001,111111000100100001010010110110001001,14
37,11010111101111000000100110101,1111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111000100100001010010110110001001,1111111000100100001010010110110001001,14
38,11010111101111000000100110101,11111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111000100100001010010110110001001,11111111000100100001010010110110001001,14
39,11010111101111000000100110101,111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111000100100001010010110110001001,111111111000100100001010010110110001001,14
40,11010111101111000000100110101,1111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111000100100001010010110110001001,1111111111000100100001010010110110001001,14
41,11010111101111000000100110101,11111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111000100100001010010110110001001,11111111111000100100001010010110110001001,14
42,11010111101111000000100110101,111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111000100100001010010110110001001,111111111111000100100001010010110110001001,14
43,11010111101111000000100110101,1111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111000100100001010010110110001001,1111111111111000100100001010010110110001001,14
44,11010111101111000000100110101,11111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111000100100001010010110110001001,11111111111111000100100001010010110110001001,14
45,11010111101111000000100110101,111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111000100100001010010110110001001,111111111111111000100100001010010110110001001,14
46,11010111101111000000100110101,1111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111000100100001010010110110001001,1111111111111111000100100001010010110110001001,14
47,11010111101111000000100110101,11111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111000100100001010010110110001001,11111111111111111000100100001010010110110001001,14
48,11010111101111000000100110101,111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111000100100001010010110110001001,111111111111111111000100100001010010110110001001,14
49,11010111101111000000100110101,1111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111000100100001010010110110001001,1111111111111111111000100100001010010110110001001,14
50,11010111101111000000100110101,11111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111000100100001010010110110001001,11111111111111111111000100100001010010110110001001,14
51,11010111101111000000100110101,111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111000100100001010010110110001001,111111111111111111111000100100001010010110110001001,14
52,11010111101111000000100110101,1111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111000100100001010010110110001001,1111111111111111111111000100100001010010110110001001,14
53,11010111101111000000100110101,11111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111111000100100001010010110110001001,11111111111111111111111000100100001010010110110001001,14
54,11010111101111000000100110101,111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111111000100100001010010110110001001,111111111111111111111111000100100001010010110110001001,14
55,11010111101111000000100110101,1111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111111000100100001010010110110001001,1111111111111111111111111000100100001010010110110001001,14
56,11010111101111000000100110101,11111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111111111000100100001010010110110001001,11111111111111111111111111000100100001010010110110001001,14
57,11010111101111000000100110101,111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111111111000100100001010010110110001001,111111111111111111111111111000100100001010010110110001001,14
58,11010111101111000000100110101,1111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111111111000100100001010010110110001001,1111111111111111111111111111000100100001010010110110001001,14
59,11010111101111000000100110101,11111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111111111111000100100001010010110110001001,11111111111111111111111111111000100100001010010110110001001,14
60,11010111101111000000100110101,111111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111111111111000100100001010010110110001001,111111111111111111111111111111000100100001010010110110001001,14
61,11010111101111000000100110101,1111111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111111111111000100100001010010110110001001,1111111111111111111111111111111000100100001010010110110001001,14
62,11010111101111000000100110101,11111111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111111111111111000100100001010010110110001001,11111111111111111111111111111111000100100001010010110110001001,14
63,11010111101111000000100110101,111111111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111111111111111000100100001010010110110001001,111111111111111111111111111111111000100100001010010110110001001,14
64,11010111101111000000100110101,1111111111111111111111111111111110101001100011011010110001010011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111111111111111000100100001010010110110001001,1111111111111111111111111111111111000100100001010010110110001001,14
